card_name,in_perc_of_decks,avg_copies,deck_winrate,times_played,url,CLASS,RARITY,CARDTYPE,COLLECTIBLE,ELITE,COST,HEALTH,ATK,BATTLECRY,HAS_DIAMOND_QUALITY,MAX_SIDEBOARD_CARDS,DISCOVER,DECK_RULE_MOD_DECK_SIZE,MANATHIRST,TAG_SCRIPT_DATA_NUM_1,ENCHANTMENT_BIRTH_VISUAL,ENCHANTMENT_IDLE_VISUAL,CARDRACE,FACTION,TAUNT,AttackVisualType,TITAN,DONT_PICK_FROM_SUBSETS,AFFECTED_BY_HEALING_DOES_DAMAGE,COUNTER,USE_DISCOVER_VISUALS,AURA,DEATHRATTLE,FREEZE,DECK_ACTION_COST,FORGE,COLLECTION_RELATED_CARD_DATABASE_ID,FORGES_INTO,TRIGGER_VISUAL,MINI_SET,DIVINE_SHIELD,TECH_LEVEL,IS_BACON_POOL_MINION,CHARGE,HAS_SIGNATURE_QUALITY,MULTI_CLASS_GROUP,MULTIPLE_CLASSES,COMBO,COST_UNHOLY,CANT_BE_DAMAGED,OVERLOAD,REBORN,RUSH,DREDGE,SPELLPOWER,KABAL,CORPSE,SECRET,ADJACENT_BUFF,WHELP,BONUSEFFECTS,MAGNETIC,ENTITY_TAG_THRESHOLD_TAG_ID,ENTITY_TAG_THRESHOLD_VALUE,FROZEN,WINDFURY,FAST_BATTLECRY,OUTCAST,COST_FROST,POISONOUS,DevState,IMP,TOPDECK,FINALE,QUEST,LIFESTEAL,JADE_GOLEM,JADE_LOTUS,OVERKILL,CARD_COSTS_HEALTH,CHOOSE_ONE,INFUSE,TAG_SCRIPT_DATA_NUM_2,COST_BLOOD,COLOSSAL,TRANSFORMED_FROM_CARD_VISUAL_TYPE,START_OF_GAME,DISPLAY_CARD_ON_MOUSEOVER,COLOSSAL_LIMB_ON_LEFT,STEALTH,TRADEABLE,COLLECTIONMANAGER_FILTER_MANA_EVEN,SILENCE,FRENZY,EMPOWER,SPELLBURST,CORRUPT,RITUAL,EVILZUG,DORMANT,DECK_RULE_COUNT_AS_COPY_OF_CARD_ID,DEATH_KNIGHT,PLAYER_TAG_THRESHOLD_TAG_ID,PLAYER_TAG_THRESHOLD_VALUE,ADAPT,HEROPOWER_DAMAGE,DISCARD_CARDS,INSPIRE,ECHO,HONORABLEKILL,ENRAGED,RECRUIT,GRIMY_GOONS,MAGNETIC_TO_RACE,OVERHEAL,MULTIPLY_BUFF_VALUE,TARGETING_ARROW_TYPE,IMMUNE_WHILE_ATTACKING,CORRUPTEDCARD,VOODOO_LINK,COLLECTIONMANAGER_FILTER_MANA_ODD,SPARE_PART,EXTRA_DEATHRATTLES_BASE,SPELLPOWER_FIRE,DURABILITY,SPELLPOWER_NATURE,MEGA_WINDFURY,CASTSWHENDRAWN,FORGETFUL,FINISH_ATTACK_SPELL_ON_DAMAGE
Anchored Totem,2.30%,2,67.20%,"3,400",https://hearthstone.fandom.com//wiki/Anchored_Totem,8.0,1.0,4.0,1.0,,2.0,3.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Framester,2.80%,1.1,61.80%,"3,300",https://hearthstone.fandom.com//wiki/Framester,8.0,3.0,4.0,1.0,,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,86229.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khartut Defender,3.20%,1.3,49.50%,"3,300",https://hearthstone.fandom.com//wiki/Khartut_Defender,12.0,3.0,4.0,1.0,,6.0,4.0,3.0,,,,,,,,,,11.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animated Broomstick,2.50%,1.6,59.90%,"3,300",https://hearthstone.fandom.com//wiki/Animated_Broomstick,12.0,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filletfighter,1.80%,1.9,65.80%,"3,300",https://hearthstone.fandom.com//wiki/Filletfighter,7.0,1.0,4.0,1.0,,1.0,1.0,3.0,1.0,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Widowbloom Seedsman,2.60%,1.3,58.10%,"3,200",https://hearthstone.fandom.com//wiki/Widowbloom_Seedsman,2.0,4.0,4.0,1.0,,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lor'themar Theron,5.40%,1,48.90%,"3,200",https://hearthstone.fandom.com//wiki/Lor%27themar_Theron,12.0,5.0,4.0,1.0,1.0,7.0,7.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcane Giant,0.90%,1.9,58.00%,"3,200",https://hearthstone.fandom.com//wiki/Arcane_Giant,12.0,4.0,4.0,1.0,0.0,12.0,8.0,8.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frenzied Felwing,2.40%,1.9,70.90%,"3,200",https://hearthstone.fandom.com//wiki/Frenzied_Felwing,12.0,3.0,4.0,1.0,0.0,4.0,3.0,3.0,,,,,,,,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igneous Lavagorger,1.80%,1.7,53.70%,"3,100",https://hearthstone.fandom.com//wiki/Igneous_Lavagorger,10.0,1.0,4.0,1.0,,4.0,5.0,3.0,1.0,,,,,,,,,18.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Dungeoneer,2.50%,1.4,60.10%,"3,000",https://hearthstone.fandom.com//wiki/Primal_Dungeoneer,8.0,3.0,4.0,1.0,,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voidtouched Attendant,2.30%,1.8,69.80%,"3,000",https://hearthstone.fandom.com//wiki/Voidtouched_Attendant,6.0,4.0,4.0,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloodmage Thalnos,3.30%,1,48.80%,"3,000",https://hearthstone.fandom.com//wiki/Bloodmage_Thalnos,12.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,0.0,0.0,11.0,3.0,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakus,3.50%,1,54.80%,"3,000",https://hearthstone.fandom.com//wiki/Kazakus,12.0,5.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,296.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body Bagger,2.30%,1.6,51.80%,"2,900",https://hearthstone.fandom.com//wiki/Body_Bagger,1.0,1.0,4.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Photographer Fizzle,3.30%,1,54.90%,"2,900",https://hearthstone.fandom.com//wiki/Photographer_Fizzle,12.0,5.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,92333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raid Boss Onyxia,4.40%,1,64.00%,"2,900",https://hearthstone.fandom.com//wiki/Raid_Boss_Onyxia,12.0,5.0,4.0,1.0,1.0,10.0,8.0,8.0,1.0,,,,,,,,,24.0,,,,,,,,,,,,,,71299.0,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costumed Singer,1.90%,1.6,58.00%,"2,800",https://hearthstone.fandom.com//wiki/Costumed_Singer,4.0,1.0,4.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,28.0,12.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flametongue Totem,2.30%,1.9,65.10%,"2,800",https://hearthstone.fandom.com//wiki/Flametongue_Totem,8.0,2.0,4.0,1.0,0.0,2.0,2.0,,,,,,,,,0.0,0.0,21.0,3.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molten Giant,2.80%,1.8,66.30%,"2,800",https://hearthstone.fandom.com//wiki/Molten_Giant,12.0,4.0,4.0,1.0,0.0,20.0,8.0,8.0,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amber Whelp,2.10%,1.4,61.60%,"2,800",https://hearthstone.fandom.com//wiki/Amber_Whelp,12.0,1.0,4.0,1.0,,3.0,3.0,3.0,1.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sketchy Stranger,1.90%,1.5,54.80%,"2,700",https://hearthstone.fandom.com//wiki/Sketchy_Stranger,12.0,1.0,4.0,1.0,,2.0,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inquisitive Creation,3.00%,1.3,60.20%,"2,700",https://hearthstone.fandom.com//wiki/Inquisitive_Creation,4.0,3.0,4.0,1.0,,4.0,4.0,3.0,1.0,,,,,,1.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drone Deconstructor,1.80%,1.8,63.50%,"2,700",https://hearthstone.fandom.com//wiki/Drone_Deconstructor,12.0,1.0,4.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,17.0,,,,,,,,,,,,,,97632.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dread Corsair,1.50%,1.9,65.60%,"2,700",https://hearthstone.fandom.com//wiki/Dread_Corsair,12.0,1.0,4.0,1.0,0.0,4.0,3.0,3.0,,,,,,,,0.0,0.0,23.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drywhisker Armorer,1.90%,1.7,63.90%,"2,700",https://hearthstone.fandom.com//wiki/Drywhisker_Armorer,10.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Theotar, the Mad Duke",5.20%,1,58.10%,"2,700","https://hearthstone.fandom.com//wiki/Theotar,_the_Mad_Duke",12.0,5.0,4.0,1.0,1.0,6.0,4.0,4.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thing from Below,2.30%,2,66.00%,"2,600",https://hearthstone.fandom.com//wiki/Thing_from_Below,8.0,3.0,4.0,1.0,0.0,6.0,5.0,5.0,,,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celestial Projectionist,3.10%,1.5,61.30%,"2,600",https://hearthstone.fandom.com//wiki/Celestial_Projectionist,12.0,3.0,4.0,1.0,,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mailbox Dancer,1.10%,1.6,54.70%,"2,600",https://hearthstone.fandom.com//wiki/Mailbox_Dancer,12.0,3.0,4.0,1.0,,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foul Egg,1.70%,1.9,60.30%,"2,600",https://hearthstone.fandom.com//wiki/Foul_Egg,12.0,1.0,4.0,1.0,,1.0,2.0,,,,,,,,,,,11.0,,,,,,,,,,1.0,,,,85153.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcane Wyrm,1.40%,1.8,59.50%,"2,600",https://hearthstone.fandom.com//wiki/Arcane_Wyrm,4.0,1.0,4.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,86274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grumble, Worldshaker",3.70%,1,58.50%,"2,600","https://hearthstone.fandom.com//wiki/Grumble,_Worldshaker",8.0,5.0,4.0,1.0,1.0,6.0,7.0,7.0,1.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helya,2.60%,1,59.80%,"2,500",https://hearthstone.fandom.com//wiki/Helya,1.0,5.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mind Eater,2.20%,1.4,57.20%,"2,500",https://hearthstone.fandom.com//wiki/Mind_Eater,6.0,1.0,4.0,1.0,,2.0,2.0,3.0,,,,,,,,,,11.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cult Neophyte,2.20%,1.4,60.30%,"2,500",https://hearthstone.fandom.com//wiki/Cult_Neophyte,12.0,3.0,4.0,1.0,,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadowbomber,1.70%,2,72.30%,"2,500",https://hearthstone.fandom.com//wiki/Shadowbomber,6.0,4.0,4.0,1.0,0.0,1.0,1.0,2.0,1.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flesh Giant,1.20%,1.9,63.10%,"2,500",https://hearthstone.fandom.com//wiki/Flesh_Giant,6.0,4.0,4.0,1.0,,10.0,8.0,8.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,5.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleetbreaker,2.00%,1.2,63.20%,"2,400",https://hearthstone.fandom.com//wiki/Sleetbreaker,8.0,3.0,4.0,1.0,,2.0,2.0,3.0,1.0,,,,,,,,,18.0,,,,,,,,,,,,,,67932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queen Azshara,3.50%,1,58.70%,"2,400",https://hearthstone.fandom.com//wiki/Queen_Azshara,12.0,5.0,4.0,1.0,1.0,5.0,5.0,5.0,1.0,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistress of Mixtures,1.30%,1.5,51.80%,"2,400",https://hearthstone.fandom.com//wiki/Mistress_of_Mixtures,12.0,1.0,4.0,1.0,0.0,1.0,2.0,2.0,,,,,,,,0.0,0.0,11.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlefield Necromancer,2.00%,1.7,52.70%,"2,400",https://hearthstone.fandom.com//wiki/Battlefield_Necromancer,1.0,1.0,4.0,1.0,,2.0,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,78570.0,,1.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flobbidinous Floop,3.30%,1,65.80%,"2,400",https://hearthstone.fandom.com//wiki/Flobbidinous_Floop,2.0,5.0,4.0,1.0,1.0,4.0,4.0,3.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadowed Spirit,1.60%,1.8,52.80%,"2,400",https://hearthstone.fandom.com//wiki/Shadowed_Spirit,6.0,1.0,4.0,1.0,,3.0,3.0,4.0,,,,,,,,,,11.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snowfall Guardian,2.60%,1.2,59.20%,"2,400",https://hearthstone.fandom.com//wiki/Snowfall_Guardian,8.0,1.0,4.0,1.0,,6.0,5.0,5.0,1.0,,,,,,,,,18.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Convincing Infiltrator,2.00%,1.3,49.60%,"2,300",https://hearthstone.fandom.com//wiki/Convincing_Infiltrator,6.0,3.0,4.0,1.0,,5.0,6.0,2.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient Totem,1.70%,1.8,66.90%,"2,300",https://hearthstone.fandom.com//wiki/Ancient_Totem,12.0,1.0,4.0,1.0,,,3.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jolly Roger,1.60%,1.6,66.80%,"2,300",https://hearthstone.fandom.com//wiki/Jolly_Roger,7.0,1.0,4.0,1.0,,1.0,3.0,1.0,,,,,,,,,,23.0,,,,,,,,,,,,,,86488.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonqueen Alexstrasza,4.50%,1,58.40%,"2,300",https://hearthstone.fandom.com//wiki/Dragonqueen_Alexstrasza,12.0,5.0,4.0,1.0,1.0,9.0,8.0,8.0,1.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabrider,1.60%,1.9,65.50%,"2,300",https://hearthstone.fandom.com//wiki/Crabrider,12.0,1.0,4.0,1.0,,2.0,4.0,1.0,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin-fin Fin Twin,1.50%,1.3,53.80%,"2,200",https://hearthstone.fandom.com//wiki/Twin-fin_Fin_Twin,12.0,3.0,4.0,1.0,,3.0,1.0,2.0,1.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shudderwock,4.30%,1,57.30%,"2,200",https://hearthstone.fandom.com//wiki/Shudderwock,8.0,5.0,4.0,1.0,1.0,9.0,6.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leper Gnome,1.50%,1.9,69.20%,"2,200",https://hearthstone.fandom.com//wiki/Leper_Gnome,12.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,,,,,,,,,,,3.0,,6.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twilight Deceptor,1.80%,2,72.20%,"2,200",https://hearthstone.fandom.com//wiki/Twilight_Deceptor,6.0,1.0,4.0,1.0,,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mad Scientist,1.40%,1.7,60.90%,"2,200",https://hearthstone.fandom.com//wiki/Mad_Scientist,12.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,,,,,,,,0.0,0.0,11.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youthful Brewmaster,2.40%,1.5,45.40%,"2,200",https://hearthstone.fandom.com//wiki/Youthful_Brewmaster,12.0,1.0,4.0,1.0,0.0,2.0,2.0,3.0,1.0,,,,,,,0.0,0.0,,2.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arms Dealer,1.40%,1.9,58.40%,"2,200",https://hearthstone.fandom.com//wiki/Arms_Dealer,12.0,1.0,4.0,1.0,,1.0,2.0,1.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymous Informant,1.20%,1.8,54.10%,"2,200",https://hearthstone.fandom.com//wiki/Anonymous_Informant,12.0,1.0,4.0,1.0,,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prize Plunderer,1.60%,1.6,63.10%,"2,100",https://hearthstone.fandom.com//wiki/Prize_Plunderer,7.0,3.0,4.0,1.0,,1.0,1.0,2.0,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
